GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P        PERMP  NPERM
ENSG00000186111   19    3630181    3700477      7       2  10000       0.3938      0.34687        0.342   1000
ENSG00000105289   19    3708107    3750811      8       1  10000     -0.20045      0.57943        0.584   1000
ENSG00000011132   19    3750878    3761697      5       1  10000     -0.60863      0.72862        0.728   1000
ENSG00000267205   19    3753838    3756515      5       3  10000     0.041854      0.48331        0.473   1000
ENSG00000267138   19    3754618    3756657      2       1  10000      0.41884      0.33767        0.295   1000
ENSG00000183617   19    3762662    3767563     53      12  10000     0.078554      0.46869        0.445   1000
ENSG00000007264   19    3777968    3801810     10       4  10000     -0.21735      0.58603        0.593   1000
ENSG00000105278   19    3804022    3869030    126      11  10000      0.75355      0.22556        0.191   1000
ENSG00000167654   19    3880581    3928077      2       1  10000     -0.03456      0.51378        0.521   1000
ENSG00000167657   19    3958451    3971068     10       3  10000      -1.2989      0.90301        0.929   1000
ENSG00000105229   19    4007644    4039384      1       1  10000    -0.011531       0.5046        0.515   1000
ENSG00000205147   19    4041127    4043154      5       2  10000    -0.051641      0.52059        0.485   1000
ENSG00000178951   19    4044362    4066943      5       1  10000       1.1088      0.13376        0.125   1000
ENSG00000268670   19    4061613    4062747      9       5  10000        1.595     0.055362        0.038   1000
ENSG00000126934   19    4090319    4124126     23       6  10000     0.010484      0.49582        0.463   1000
ENSG00000060566   19    4153598    4173051     20       6  10000       3.9157   4.5063e-05       0.0001  10000
ENSG00000077463   19    4174106    4182601     41       4  10000       2.1811     0.014587         0.02   1000
ENSG00000089847   19    4183351    4224811     56       8  10000       2.1623     0.015299        0.016   1000
ENSG00000266223   19    4208220    4208530     12       2  10000       0.3919      0.34756        0.342   1000
ENSG00000105246   19    4229495    4237528     61       5  10000      0.68842      0.24559        0.225   1000
ENSG00000105248   19    4247076    4269087    120       8  10000       1.1778      0.11943        0.115   1000
ENSG00000105251   19    4278598    4290721    111       8  10000       1.3104     0.095039        0.088   1000
ENSG00000167664   19    4292229    4302428     18       5  10000      0.56319      0.28665        0.234   1000
ENSG00000105255   19    4304597    4323833     16       4  10000      0.75593      0.22485        0.193   1000
ENSG00000178078   19    4324040    4338874     48       9  10000       1.9606     0.024964        0.026   1000
ENSG00000269425   19    4339574    4343488      2       1  10000     -0.21259      0.58418        0.583   1000
ENSG00000008382   19    4343524    4360083     42       6  10000      0.35964      0.35956        0.331   1000
ENSG00000269807   19    4347241    4354054      5       2  10000     -0.71936      0.76404        0.766   1000
ENSG00000141985   19    4360367    4400544      1       1  10000       1.0862       0.1387        0.145   1000
ENSG00000267980   19    4363786    4364637     88      10  10000       0.2257      0.41072        0.398   1000
ENSG00000167670   19    4402659    4443389    121      14  10000     -0.15354      0.56101        0.557   1000
ENSG00000267255   19    4429686    4430931     13       3  10000      0.10145       0.4596        0.453   1000
ENSG00000167671   19    4445003    4457819    157      14  10000     -0.26394      0.60409        0.609   1000
ENSG00000267030   19    4447301    4448214      3       1  10000      -1.4419      0.92534        0.926   1000
ENSG00000267769   19    4454011    4455283     25       3  10000      0.61006      0.27091         0.24   1000
ENSG00000267011   19    4457959    4471490     12       3  10000      0.28237      0.38883        0.363   1000
ENSG00000167674   19    4472284    4502223     47       5  10000      -1.0038      0.84225        0.868   1000
ENSG00000167676   19    4502192    4518477     46       6  10000      0.57856      0.28144        0.254   1000
ENSG00000214456   19    4522543    4535236      6       2  10000       -1.193      0.88356        0.926   1000
ENSG00000267385   19    4528439    4540079      6       2  10000      0.73258      0.23191        0.234   1000
ENSG00000171236   19    4536421    4540486      1       1  10000     0.044884       0.4821        0.465   1000
ENSG00000167680   19    4542605    4559820     24       3  10000    -0.071837      0.52863        0.538   1000
ENSG00000185361   19    4639530    4655580     15       4  10000      -0.2962      0.61646        0.627   1000
ENSG00000268565   19    4654976    4655536      3       2  10000     -0.34872      0.63635         0.62   1000
ENSG00000074842   19    4657557    4670382     46       5  10000     -0.17657      0.57008        0.538   1000
ENSG00000176840   19    4769152    4772545    175      27  10000      0.61246      0.27012        0.231   1000
ENSG00000268536   19    4785132    4791219      5       2  10000       -1.406      0.92013        0.937   1000
ENSG00000141965   19    4791693    4801285     83      13  10000     -0.11516      0.54584        0.524   1000
ENSG00000269604   19    4791757    4795571      2       1  10000     -0.78674      0.78428        0.775   1000
ENSG00000127666   19    4815944    4831716     35       5  10000    -0.058036      0.52314        0.476   1000
ENSG00000105355   19    4838353    4867780     69      19  10000      0.77426      0.21939        0.197   1000
ENSG00000205784   19    4890449    4902879      5       2  10000     0.051901       0.4793        0.448   1000
ENSG00000127663   19    4969124    5153606     28       2  10000       1.7403       0.0409        0.032   1000
ENSG00000267550   19    5178130    5178475      5       3  10000      0.67827       0.2488        0.228   1000
ENSG00000105426   19    5206379    5286399      7       2  10000       0.9679      0.16655        0.155   1000
ENSG00000239524   19    5277745    5278144      8       2  10000       3.3314   0.00043209       0.0007  10000
ENSG00000223573   19    5558178    5568045     48       8  10000        2.697    0.0034987       0.0046   5000
ENSG00000130254   19    5587010    5622991      3       1  10000       -1.831      0.96645        0.994   1000
ENSG00000160633   19    5623110    5668489      1       1  10000     -0.70502       0.7596        0.759   1000
ENSG00000130255   19    5674958    5691887     77       4  10000       0.3025      0.38114        0.351   1000
ENSG00000167733   19    5680776    5688534     11       1  10000      0.39519      0.34635        0.346   1000
ENSG00000196365   19    5691845    5720583    167      29  10000       3.2719   0.00053416        0.002  10000
ENSG00000212123   19    5782971    5784776      3       1  10000       2.0542     0.019979        0.016   1000
ENSG00000267157   19    5784016    5785630      9       3  10000       -1.176       0.8802        0.896   1000
ENSG00000141994   19    5785151    5791249     31       4  10000       2.4153     0.007861         0.01   5000
ENSG00000171119   19    5823813    5828335     27       4  10000         2.47    0.0067554       0.0056   5000
ENSG00000171124   19    5842899    5851485      5       2  10000       2.2966     0.010821         0.01   1000
ENSG00000130383   19    5865837    5870551     31       3  10000       1.4715     0.070578        0.066   1000
ENSG00000267740   19    5867626    5903714     16       1  10000       1.5276     0.063307        0.053   1000
ENSG00000267314   19    5904852    5914718      7       3  10000       3.3313   0.00043214       0.0003  10000
ENSG00000187650   19    5904869    5910864     28       2  10000      0.36427      0.35783        0.303   1000
ENSG00000267571   19    5911589    5913910     13       1  10000      0.72248        0.235        0.225   1000
ENSG00000105519   19    5911718    5915888    107      11  10000      0.66505      0.25301        0.224   1000
ENSG00000031823   19    5916150    5978151      1       1  10000      0.75842       0.2241        0.234   1000
ENSG00000266983   19    5978414    6020374     38       3  10000      0.31891       0.3749         0.35   1000
ENSG00000087903   19    5993175    6110545      5       2  10000    -0.038122       0.5152        0.477   1000
ENSG00000267262   19    6067964    6077130      3       1  10000     -0.99321       0.8397        0.814   1000
ENSG00000267299   19    6109333    6125808      7       2  10000     -0.73414      0.76857        0.818   1000
ENSG00000130377   19    6135646    6193105      8       2  10000      0.50123       0.3081        0.289   1000
ENSG00000267415   19    6176267    6176453      2       1  10000       1.5324     0.062713        0.055   1000
ENSG00000130382   19    6210390    6279959      1       1  10000       1.0862       0.1387        0.145   1000
ENSG00000267563   19    6259168    6259810      1       1  10000      -1.3476       0.9111        0.924   1000
ENSG00000125656   19    6361463    6368919     45       5  10000      0.38693      0.34941        0.287   1000
ENSG00000125652   19    6372444    6375262      1       1  10000     -0.44185       0.6707        0.677   1000
ENSG00000125650   19    6375159    6379069      1       1  10000    -0.037357       0.5149        0.501   1000
ENSG00000125651   19    6379580    6393471     48       7  10000      0.69276      0.24423        0.218   1000
ENSG00000181240   19    6426050    6433773    239      28  10000     -0.89334      0.81416        0.846   1000
ENSG00000125648   19    6440075    6459746    120      17  10000      0.10326      0.45888        0.454   1000
ENSG00000130545   19    6463788    6467232      6       1  10000     -0.38188      0.64873        0.659   1000
ENSG00000205744   19    6467218    6481819     71       4  10000      0.57732      0.28186        0.257   1000
ENSG00000104833   19    6494330    6502595      9       2  10000      0.92313      0.17797        0.158   1000
ENSG00000268191   19    6494331    6495036      3       2  10000       1.2041      0.11427        0.113   1000
ENSG00000125657   19    6531010    6535939     10       3  10000        2.363     0.009064       0.0098   5000
ENSG00000125726   19    6583194    6591163      5       2  10000      0.62307      0.26662        0.246   1000
ENSG00000125734   19    6729925    6737614     54      16  10000     -0.22246      0.58802        0.592   1000
ENSG00000125733   19    6737936    6751537      1       1  10000      0.30128       0.3816        0.405   1000
ENSG00000269680   19    6748304    6751478      1       1  10000      -1.0745       0.8587        0.861   1000
ENSG00000125731   19    6752176    6767599      5       2  10000      -0.7907      0.78544        0.807   1000
ENSG00000141968   19    6772725    6857377      3       2  10000     -0.13293      0.55287        0.541   1000
ENSG00000174837   19    6887577    6940470     47       3  10000     -0.88608      0.81221        0.856   1000
ENSG00000268758   19    6952511    6997883    161      32  10000     -0.19534      0.57744        0.546   1000
ENSG00000130544   19    7069455    7087979     35       7  10000       0.9457      0.17215        0.167   1000
ENSG00000171105   19    7112266    7294045      6       2  10000      0.34566       0.3648        0.364   1000
ENSG00000104880   19    7459999    7537363     49       3  10000       0.2157      0.41461         0.37   1000
ENSG00000104883   19    7541761    7562335     72      10  10000     -0.27976      0.61017        0.584   1000
ENSG00000198723   19    7562445    7573336      1       1  10000         1.38      0.08379        0.075   1000
ENSG00000267952   19    7571968    7584412      1       1  10000       1.6561      0.04885        0.048   1000
ENSG00000198816   19    7581004    7585912      3       2  10000       2.0376     0.020795        0.017   1000
ENSG00000269371   19    7584802    7585346      4       2  10000        1.279      0.10044        0.095   1000
ENSG00000090674   19    7587512    7598895     11       3  10000     -0.83579      0.79836        0.812   1000
ENSG00000032444   19    7598890    7626650      5       2  10000     -0.41775      0.66194        0.649   1000
ENSG00000076826   19    7660788    7683190      9       1  10000     -0.24107      0.59525        0.568   1000
ENSG00000076924   19    7684411    7694451     47       5  10000     -0.93292      0.82457        0.859   1000
ENSG00000229833   19    7694623    7696842      2       1  10000     -0.36648        0.643        0.657   1000
ENSG00000268400   19    7694722    7707004     50       9  10000     -0.34639      0.63547        0.615   1000
ENSG00000268204   19    7698652    7701876     12       3  10000      0.14324      0.44305        0.422   1000
ENSG00000076944   19    7701999    7712759     37       4  10000      0.12521      0.45018        0.406   1000
ENSG00000104918   19    7733930    7735340      4       1  10000       1.0281      0.15196        0.133   1000
ENSG00000183019   19    7741514    7744712      5       1  10000      -1.0784      0.85957        0.902   1000
ENSG00000181029   19    7745729    7752589     53       4  10000     -0.48317      0.68551        0.691   1000
ENSG00000104921   19    7753644    7767032     19       2  10000     -0.37633      0.64667        0.647   1000
ENSG00000182566   19    7793843    7797057     96      19  10000       0.4154      0.33893        0.312   1000
ENSG00000090659   19    7804880    7812450      6       3  10000      0.53978      0.29467        0.298   1000
ENSG00000104938   19    7828035    7834491     79      12  10000      0.25209      0.40049        0.348   1000
ENSG00000268297   19    7852435    7855507    188      29  10000     -0.22329      0.58835        0.593   1000
ENSG00000269763   19    7878501    7879311      2       1  10000      -1.9366       0.9736        0.971   1000
ENSG00000142459   19    7895119    7929862     23       2  10000       3.3328   0.00042989       0.0003  10000
ENSG00000268120   19    7935447    7936182      2       1  10000     -0.49324      0.68908        0.714   1000
ENSG00000171017   19    7953390    7966906      5       1  10000       1.5876     0.056188        0.042   1000
ENSG00000214248   19    7963689    7968427      1       1  10000     -0.33954       0.6329        0.628   1000
ENSG00000076984   19    7968728    7979363      1       1  10000      0.59926       0.2745        0.283   1000
ENSG00000260001   19    7981030    7983982      9       3  10000     -0.29876      0.61744        0.577   1000
ENSG00000260500   19    7983537    7984042      1       1  10000        0.729        0.233        0.245   1000
ENSG00000104976   19    7985201    7988135      4       2  10000     -0.37727      0.64701        0.647   1000
ENSG00000269139   19    7990886    7991695     12       4  10000    -0.030598       0.5122        0.523   1000
ENSG00000104980   19    7991625    8008805    121       6  10000     -0.49736      0.69053        0.708   1000
ENSG00000066044   19    8023463    8070543     51       2  10000      0.35511      0.36125        0.289   1000
ENSG00000269813   19    8024007    8024896      2       1  10000     -0.87292      0.80865        0.789   1000
ENSG00000267939   19    8073613    8080909      2       1  10000      -1.3583      0.91282        0.918   1000
ENSG00000131142   19    8117651    8127530     81       4  10000     0.035669      0.48577        0.394   1000
ENSG00000142449   19    8130286    8214730     89       8  10000     -0.11729      0.54669        0.452   1000
ENSG00000090661   19    8274197    8327305     33       8  10000      -1.1494      0.87481        0.891   1000
ENSG00000271717   19    8287037    8304532      6       3  10000      0.18638      0.42607        0.408   1000
ENSG00000167775   19    8367011    8373239     60       6  10000     -0.22732      0.58991        0.573   1000
ENSG00000167774   19    8373167    8386263      3       1  10000       1.0889      0.13809        0.144   1000
ENSG00000267855   19    8376168    8386280     59       5  10000   -0.0074156      0.50296        0.493   1000
ENSG00000233927   19    8386384    8388224    328      42  10000     -0.11705      0.54659        0.504   1000
ENSG00000186994   19    8387468    8408146     75       8  10000    -0.089453      0.53564         0.49   1000
ENSG00000167772   19    8429035    8439257     11       4  10000        1.199      0.11527        0.107   1000
ENSG00000269386   19    8439257    8455569     65       8  10000      0.01286      0.49487        0.455   1000
ENSG00000185236   19    8455083    8469318     42       8  10000       1.5749     0.057635         0.05   1000
ENSG00000099785   19    8478154    8503901    170      22  10000       1.0127       0.1556        0.152   1000
ENSG00000099783   19    8509651    8553998      3       1  10000      0.36362      0.35807        0.365   1000
ENSG00000133246   19    8554940    8567996     32       3  10000       1.0058      0.15725         0.15   1000
ENSG00000142303   19    8645126    8675585      4       1  10000      0.36985      0.35575        0.319   1000
ENSG00000267986   19    8646044    8647599      4       1  10000     -0.13578        0.554         0.54   1000
ENSG00000167785   19    8916846    8943004      1       1  10000      -1.1179       0.8682        0.863   1000
ENSG00000269300   19    8932177    8934786      1       1  10000      -1.0678       0.8572        0.857   1000
ENSG00000269400   19    8943741    8944217     11       3  10000      -1.5925      0.94436        0.973   1000
ENSG00000130803   19    9251056    9274089     35       4  10000      -1.8253      0.96602        0.995   1000
ENSG00000188000   19    9296270    9299493    347      22  10000      -0.4881      0.68726         0.67   1000
ENSG00000267510   19    9402191    9405158      8       2  10000     -0.03821      0.51524        0.483   1000
ENSG00000196110   19    9404951    9420249      1       1  10000      0.46239       0.3219        0.326   1000
ENSG00000188321   19    9434448    9461838    393      12  10000      0.31936      0.37473        0.338   1000
ENSG00000270011   19    9434850    9493293    568      10  10000       2.3992    0.0082164        0.013   1000
ENSG00000270614   19    9458782    9459379    137       2  10000     -0.33898      0.63269        0.619   1000
ENSG00000188629   19    9473696    9493293    266      10  10000        0.489      0.31242        0.274   1000
ENSG00000174652   19    9523274    9546202    653      18  10000     -0.00987      0.50394        0.467   1000
ENSG00000198028   19    9577183    9609283      1       1  10000      0.12314        0.451        0.446   1000
ENSG00000267273   19    9609354    9620755      4       2  10000    -0.022645      0.50903        0.493   1000
ENSG00000130818   19    9633900    9649303    178       5  10000     0.031224      0.48755        0.468   1000
ENSG00000171469   19    9718002    9732075    306       8  10000     -0.58727      0.72149        0.709   1000
ENSG00000267106   19    9731967    9756572    208       3  10000    -0.054489      0.52173        0.482   1000
ENSG00000171466   19    9752484    9785758    433       8  10000     -0.48936      0.68771        0.655   1000
ENSG00000267490   19    9834684    9835762    279       9  10000      0.43486      0.33183        0.314   1000
ENSG00000267612   19    9841529    9842619     12       1  10000       1.5663     0.058643        0.045   1000
ENSG00000196605   19    9862816    9879410    240      10  10000       1.7455      0.04045        0.036   1000
ENSG00000267370   19    9866828    9867539    326       8  10000      0.73441      0.23135        0.219   1000
ENSG00000267741   19    9885173    9885636      1       1  10000        1.184       0.1182        0.123   1000
ENSG00000127452   19    9920943    9938492      4       2  10000       1.3672      0.08578         0.08   1000
ENSG00000267119   19    9930817    9931131      8       3  10000    -0.057573      0.52296        0.512   1000
ENSG00000198258   19    9938568    9940791      3       1  10000       1.3055     0.095861         0.07   1000
ENSG00000267289   19    9944755    9945689    416      19  10000       2.9836    0.0014245       0.0032   5000
ENSG00000127445   19    9945999    9960358    236      10  10000       1.4933     0.067674        0.056   1000
ENSG00000105088   19    9964394   10047228    101      13  10000      0.50236      0.30771        0.275   1000
ENSG00000080573   19   10070237   10121147     70      11  10000      -1.7476      0.95973        0.986   1000
ENSG00000130813   19   10196806   10203921      5       1  10000       2.6801      0.00368        0.005   5000
ENSG00000267387   19   10199708   10201053      2       1  10000     -0.84746      0.80163        0.848   1000
ENSG00000130812   19   10203014   10213472      2       1  10000      0.92733      0.17688        0.181   1000
ENSG00000243207   19   10216899   10225456      1       1  10000      0.97896       0.1638        0.141   1000
ENSG00000244165   19   10222214   10226048     37       5  10000      -1.3593      0.91298         0.96   1000
ENSG00000130816   19   10244022   10305811     13       3  10000     -0.59202      0.72308        0.717   1000
ENSG00000267534   19   10332111   10341948     11       2  10000      0.46526      0.32087         0.29   1000
ENSG00000105364   19   10362640   10370721     23       6  10000      0.92091      0.17855        0.173   1000
ENSG00000090339   19   10381511   10397291      3       2  10000      0.38952      0.34845        0.336   1000
ENSG00000105376   19   10400657   10407454     21       5  10000        1.515      0.06488        0.063   1000
ENSG00000220201   19   10415479   10420556     44       5  10000    -0.082085      0.53271        0.481   1000
ENSG00000167807   19   10416103   10426685      4       1  10000      0.29819      0.38278         0.37   1000
ENSG00000267673   19   10420721   10426691     44       6  10000      0.43327      0.33241        0.282   1000
ENSG00000267303   19   10426147   10431354      2       1  10000      0.39955      0.34474        0.311   1000
ENSG00000161847   19   10426888   10444316      3       2  10000       -1.457      0.92745        0.909   1000
ENSG00000076662   19   10444452   10450499     63      12  10000       1.0836      0.13926        0.127   1000
ENSG00000105397   19   10461205   10491352     12       2  10000      0.53097      0.29772        0.266   1000
ENSG00000267197   19   10601015   10601676     34       1  10000      0.59917      0.27453        0.263   1000
ENSG00000180739   19   10623418   10628607     10       3  10000      0.76393      0.22245        0.217   1000
ENSG00000130734   19   10654594   10664094      1       1  10000        1.166       0.1218         0.13   1000
ENSG00000129347   19   10663754   10676713    185      20  10000       0.2722      0.39273        0.322   1000
ENSG00000129355   19   10677138   10679735     85       6  10000      0.61161       0.2704        0.223   1000
ENSG00000129354   19   10683347   10697991     31       7  10000     -0.52575      0.70047        0.705   1000
ENSG00000129353   19   10713186   10755235     12       1  10000      0.58486      0.27932        0.261   1000
ENSG00000267100   19   10762538   10764520    464      35  10000       1.2045      0.11419        0.099   1000
ENSG00000129351   19   10764937   10803093      1       1  10000         1.97      0.02442        0.027   1000
ENSG00000213339   19   10812127   10824041      1       1  10000      0.45154       0.3258        0.318   1000
ENSG00000079805   19   10828755   10942579      3       2  10000      0.19134      0.42413        0.398   1000
ENSG00000099203   19   10943114   10946994      3       1  10000        -0.23      0.59095          0.6   1000
ENSG00000214212   19   10947251   10980466      3       2  10000      -1.5504      0.93948        0.946   1000
ENSG00000267544   19   10952515   10952926     14       2  10000       -1.461      0.92799         0.96   1000
ENSG00000142453   19   10982189   11033746    181      18  10000      0.31802      0.37523        0.361   1000
ENSG00000130733   19   11032861   11039357      6       2  10000      -0.8476      0.80167        0.818   1000
ENSG00000142444   19   11039409   11040930      2       1  10000       -2.858      0.99787        0.996   1000
ENSG00000127616   19   11071677   11172958     45       5  10000     -0.26395      0.60409        0.603   1000
ENSG00000266936   19   11121593   11126687      1       1  10000     -0.24146       0.5954         0.57   1000
ENSG00000266352   19   11122384   11122680      6       3  10000      0.85288      0.19686        0.172   1000
ENSG00000130164   19   11200038   11242839      1       1  10000    -0.021057       0.5084        0.541   1000
ENSG00000161888   19   11256170   11266484      6       2  10000       2.0605     0.019676        0.018   1000
ENSG00000197256   19   11274943   11308223     94      12  10000       1.2243      0.11042        0.095   1000
ENSG00000267082   19   11314304   11326844      7       2  10000       1.1349      0.12821        0.118   1000
ENSG00000130173   19   11348126   11352619     15       4  10000        4.443   4.4357e-06       0.0001  10000
ENSG00000130167   19   11406815   11437672      1       1  10000     -0.43577       0.6685         0.65   1000
ENSG00000267174   19   11411453   11435117     89       7  10000       5.0795    1.892e-07       0.0001  10000
ENSG00000105514   19   11432722   11456946     24       8  10000       1.9687     0.024493        0.027   1000
ENSG00000267576   19   11432832   11434871     56      13  10000      0.75189      0.22606        0.207   1000
ENSG00000183401   19   11455977   11465620      2       1  10000      0.37562       0.3536        0.343   1000
ENSG00000105520   19   11466062   11476374      1       1  10000     -0.25697       0.6014        0.577   1000
ENSG00000173928   19   11485361   11487627      7       4  10000      0.50372      0.30723        0.304   1000
ENSG00000187266   19   11487881   11494988      3       1  10000      -2.0945      0.98189        0.999   1000
ENSG00000198003   19   11531272   11546603      6       2  10000      0.79109      0.21444        0.212   1000
ENSG00000130175   19   11546109   11561783      9       3  10000     -0.39416      0.65327        0.624   1000
ENSG00000196361   19   11562141   11591848     14       5  10000       2.1012     0.017812        0.026   1000
ENSG00000265149   19   11578091   11578412      2       1  10000      0.44183      0.32931        0.308   1000
ENSG00000161914   19   11594242   11616738      2       1  10000     -0.40364      0.65676        0.678   1000
ENSG00000130159   19   11616731   11639989     45       1  10000       2.2907      0.01099        0.016   1000
ENSG00000213304   19   11632783   11633313      3       1  10000      -0.2734      0.60773        0.621   1000
ENSG00000213303   19   11634251   11634646      8       1  10000       1.1803      0.11894        0.106   1000
ENSG00000130176   19   11649532   11661138      3       2  10000       1.2134      0.11249        0.101   1000
ENSG00000130165   19   11661962   11670051      3       1  10000      0.29643      0.38345        0.367   1000
ENSG00000102575   19   11685475   11689801     41       6  10000       2.7574    0.0029136       0.0042   5000
ENSG00000198551   19   11708235   11729950      1       1  10000      -2.3656        0.991        0.989   1000
ENSG00000197332   19   11750591   11797384      1       1  10000      0.71307       0.2379        0.248   1000
ENSG00000267500   19   11759179   11763692     93       8  10000       4.5463   2.7303e-06       0.0001  10000
ENSG00000197933   19   11832080   11849824     17       4  10000       4.0406   2.6657e-05       0.0001  10000
ENSG00000177599   19   11909345   11918908     49       1  10000       1.7433     0.040641        0.039   1000
ENSG00000171295   19   11925099   11946016     16       3  10000       1.4673     0.071153        0.073   1000
ENSG00000171291   19   11959576   11980306      6       2  10000       2.2635     0.011802       0.0146   5000
ENSG00000198429   19   11998599   12025144    126       9  10000       0.8257      0.20449        0.184   1000
ENSG00000196757   19   12035883   12061588      2       1  10000      0.58474      0.27936        0.281   1000
ENSG00000267179   19   12035890   12090105    103       4  10000       3.1581   0.00079398       0.0013  10000
ENSG00000197054   19   12075852   12091196    136       7  10000       3.1921   0.00070633       0.0013  10000
ENSG00000219665   19   12098432   12157090    137       7  10000       3.3407   0.00041786        0.001  10000
ENSG00000223547   19   12175514   12192380      1       1  10000     -0.79468       0.7866        0.806   1000
ENSG00000214189   19   12203078   12225666     98       7  10000       2.0759     0.018951        0.021   1000
ENSG00000132010   19   12203658   12251222      5       2  10000        0.486      0.31348        0.299   1000
ENSG00000237273   19   12207239   12207730     27       7  10000       1.6101     0.053687        0.047   1000
ENSG00000213297   19   12242932   12267546      2       1  10000     -0.87834      0.81012        0.821   1000
ENSG00000257591   19   12255705   12267544     38       1  10000       2.2646     0.011768        0.015   1000
ENSG00000234773   19   12305830   12348582    167       4  10000        1.174      0.12019        0.107   1000
ENSG00000197857   19   12382627   12405702    219       9  10000       1.8037     0.035636        0.032   1000
ENSG00000234750   19   12395152   12396000      2       1  10000     -0.10531      0.54193        0.531   1000
ENSG00000198342   19   12460185   12476455     13       2  10000       3.5744   0.00017554       0.0002  10000
ENSG00000268744   19   12490003   12512088     17       2  10000     0.060542      0.47586        0.445   1000
ENSG00000248406   19   12490560   12494501      1       1  10000       1.0425       0.1486        0.145   1000
ENSG00000196466   19   12500830   12512085      2       1  10000      -1.3183      0.90629         0.95   1000
ENSG00000268870   19   12502763   12551896    384      11  10000       1.8281     0.033769        0.032   1000
ENSG00000180855   19   12540521   12551926    159       2  10000       1.7258     0.042188        0.038   1000
ENSG00000269755   19   12543917   12595630    336       8  10000       1.4487     0.073709        0.073   1000
ENSG00000234848   19   12561749   12571519      1       1  10000      0.18529       0.4265        0.427   1000
ENSG00000242852   19   12571998   12595643    218       5  10000       1.5892     0.056005        0.055   1000
ENSG00000236483   19   12613489   12614920     91       7  10000       1.7856     0.037083         0.04   1000
ENSG00000230321   19   12615719   12616790      4       2  10000       1.7026     0.044322         0.03   1000
ENSG00000234003   19   12617063   12618844    110       4  10000      0.67148      0.25096        0.209   1000
ENSG00000249709   19   12636184   12662343    205      14  10000       1.7164     0.043048        0.042   1000
ENSG00000269693   19   12636534   12691789     72       3  10000      0.58913      0.27789        0.248   1000
ENSG00000269560   19   12640582   12643787     13       4  10000      0.70683      0.23984        0.204   1000
ENSG00000230310   19   12663411   12664458     53       6  10000       1.0106       0.1561        0.129   1000
ENSG00000213290   19   12670385   12671919    128      11  10000       1.7804     0.037502         0.04   1000
ENSG00000188033   19   12688775   12721617     43       2  10000      0.25781      0.39828         0.37   1000
ENSG00000173875   19   12721732   12744654     16       2  10000      0.11012      0.45616         0.42   1000
ENSG00000178464   19   12754089   12754733     22       6  10000      0.36565      0.35731        0.324   1000
ENSG00000269242   19   12754645   12759211      2       1  10000      -1.0388      0.85056        0.886   1000
ENSG00000104774   19   12757327   12777556      3       1  10000      0.57719       0.2819        0.283   1000
ENSG00000095059   19   12786535   12792716      7       2  10000      0.36801      0.35643        0.334   1000
ENSG00000268945   19   12793507   12798093      3       1  10000       0.7755      0.21902        0.222   1000
ENSG00000267791   19   12799736   12800052      7       2  10000       1.3081     0.095414        0.082   1000
ENSG00000105576   19   12810008   12834825      1       1  10000       2.2768       0.0114        0.015   1000
ENSG00000123144   19   12841454   12845589      1       1  10000      -1.2816          0.9        0.914   1000
ENSG00000167815   19   12907634   12912673     24       4  10000      0.61107      0.27058        0.244   1000
ENSG00000267062   19   12907637   12912663      5       3  10000        3.532   0.00020622       0.0001  10000
ENSG00000104889   19   12917394   12924451      8       2  10000       1.3278     0.092119        0.088   1000
ENSG00000132026   19   12936292   12946242     53       4  10000     0.051169       0.4796         0.45   1000
ENSG00000105613   19   12944765   12985765     22       1  10000      0.37499      0.35383        0.356   1000
ENSG00000105612   19   12986025   12992282      1       1  10000     0.079544       0.4683        0.503   1000
ENSG00000105610   19   12995237   12997995    122       5  10000      0.85777      0.19551        0.174   1000
ENSG00000105607   19   13001840   13010783     40       4  10000       2.5542    0.0053213       0.0062   5000
ENSG00000161860   19   13009600   13030090      2       1  10000      0.31604      0.37598        0.379   1000
ENSG00000179115   19   13033293   13044851      2       1  10000      0.82758      0.20395        0.213   1000
ENSG00000179218   19   13049421   13055303      4       2  10000      0.29712      0.38319        0.382   1000
ENSG00000267458   19   13054932   13055301      4       1  10000      -0.9202      0.82127        0.884   1000
ENSG00000179262   19   13056690   13064456      1       1  10000        -1.35       0.9115         0.89   1000
ENSG00000179271   19   13063933   13068050      2       1  10000       0.4784      0.31618        0.314   1000
ENSG00000104903   19   13209847   13213681      1       1  10000       1.8486      0.03226        0.028   1000
ENSG00000104907   19   13215716   13228381      1       1  10000     -0.81863       0.7935        0.787   1000
ENSG00000160877   19   13229151   13251955     19       1  10000     -0.94364      0.82732        0.848   1000
ENSG00000267512   19   13250431   13251961     10       3  10000       2.6028    0.0046237       0.0046   5000
ENSG00000104915   19   13254872   13261160     12       1  10000      0.32359      0.37312        0.389   1000
ENSG00000160888   19   13261229   13265722      4       1  10000       3.2603   0.00055639       0.0005  10000
ENSG00000267598   19   13263885   13265007      4       1  10000      -1.3368      0.90935        0.905   1000
ENSG00000213253   19   13268773   13269602      1       1  10000     -0.19652       0.5779        0.555   1000
ENSG00000141837   19   13317256   13617317      1       1  10000      -1.0799       0.8599        0.874   1000
ENSG00000104957   19   13842574   13874110     53       7  10000     0.040401      0.48389        0.435   1000
ENSG00000037757   19   13875346   13885096    100      13  10000      -1.0906      0.86228        0.874   1000
ENSG00000267633   19   13882932   13884932      3       1  10000      -1.2477      0.89393        0.917   1000
